word,CEFR,Japanese,phonetic,category,Example,Example_JP
test,A1,テスト,/tˈest/,Academic,I have several test next week.,来週、いくつかのテストがあります。
break,A1,休憩,/ˈbreɪk/,General,Let's take a short break.,少し休憩しましょう。
event,A1,イベント,/ɪˈvɛnt/,Academic,The school is planning a special event.,学校は特別なイベントを計画している。
hour,A1,時間,/ˈaʊər/,Daily,The class lasts for one hour.,授業は1時間続きます。
member,A1,メンバー,/ˈmɛmbər/,General,She is a member of the club.,彼女はクラブのメンバーです。
sorry,A1,ごめんなさい,/ˈsɑri/,General,I'm sorry for being late.,遅れてごめんなさい。
answer,A1,答え,/ˈænsər/,General,I know the answer.,私は答えを知っています。
boy,A1,男の子,/ˈbɔɪ/,General,The boy is playing with his toys.,男の子はおもちゃで遊んでいる。
design,A1,デザイン,/dɪzˈaɪn/,Culture,The architect presented several different design for the new building.,建築家は新しい建物のためにいくつかの異なるデザインを提示しました。
guess,A1,推測する,/ˈɡɛs/,Daily,Can you guess what's in my hand?,私の手に何が入っているか推測できますか？
interest,A1,興味,/ˈɪntrəst/,Science,He has an interest in science.,彼は科学に興味がある。
learn,A1,学ぶ,/ˈlɜːrn/,General,I want to learn a new language.,私は新しい言語を学びたい。
bank,A1,銀行,/ˈbæŋk/,Business,I deposited the check at the bank.,私は小切手を銀行に入金した。
east,A1,東,/ˈiːst/,Nature,The sun rises in the east.,太陽は東から昇る。
hot,A1,暑い,/ˈhɑt/,General,It is hot in the summer.,夏は暑いです。
movie,A1,映画,/ˈmuːvi/,Culture,Let's go see a movie tonight.,今夜映画を見に行きましょう。
park,A1,公園,/ˈpɑrk/,General,We went to the park to play.,私たちは遊ぶために公園に行きました。
meeting,A1,会議,/mˈiːtɪŋ/,General,I have a lot of meeting today.,今日はたくさんの会議がある。
September,A1,九月,/sɛˈptɛmbər/,Nature,My birthday is in September.,私の誕生日は九月です。
sound,A1,音,/ˈsaʊnd/,General,I heard a strange sound.,私は奇妙な音を聞きました。
usually,A1,たいてい,/ˈjuːʒəwəli/,Daily,I usually have coffee in the morning.,私はたいてい朝にコーヒーを飲む。
follow,A1,従う,/ˈfɑloʊ/,General,Please follow the instructions.,指示に従ってください。
reading,A1,読書,/ˈrɛdɪŋ/,Culture,She enjoys reading books.,彼女は本を読むのが好きです。
stand,A1,立つ,/ˈstænd/,Daily,Please stand up straight.,まっすぐに立ってください。
blue,A1,青い,/ˈbluː/,General,The sky is blue.,空は青いです。
drive,A1,運転する,/drˈaɪv/,Daily,I drive to work every morning.,私は毎朝車で仕事に行く。
eat,A1,食べる,/ˈiːt/,Daily,I want to eat lunch.,私は昼食を食べたいです。
fall,A1,秋,/ˈfɔl/,Nature,The leaves fall in the autumn.,秋には葉が落ちる。
fast,A1,速い,/ˈfæst/,General,The car is very fast.,その車はとても速い。
feeling,A1,感情,/ˈfiːlɪŋ/,Daily,I have a good feeling about this.,これについて良い感情を持っている。
green,A1,緑,/ˈɡriːn/,General,The grass is green.,草は緑色です。
match,A1,試合,/ˈmætʃ/,Culture,The soccer match was very exciting.,サッカーの試合はとてもエキサイティングでした。
mom,A1,お母さん,/ˈmɑm/,General,My mom is the best.,私のお母さんは最高です。
page,A1,ページ,/ˈpeɪdʒ/,General,Turn to page 10.,10ページを開いてください。
science,A1,科学,/sˈaɪəns/,Science,She is studying the natural science.,私は自然科学を学んでいる。
brother,A1,兄弟,/ˈbrʌðər/,Daily,He is my older brother.,彼は私の兄です。
cup,A1,カップ,/ˈkʌp/,General,She drank tea from a cup.,彼女はカップでお茶を飲みました。
football,A1,サッカー,/ˈfʊˌtbɔl/,General,They are playing football in the park.,彼らは公園でサッカーをしています。
hate,A1,嫌っている,/hˈeɪt/,General,I hate being late.,私は遅れるのが嫌いだ。
natural,A1,自然の,/ˈnætʃərəl/,Nature,This fabric is made from natural fibers.,この生地は天然繊維で作られている。
send,A1,送る,/sˈend/,Daily,I send a letter to her friend.,私は友達に手紙を送る。
style,A1,スタイル,/stˈaɪl/,General,Everyone has their own unique style.,誰もが独自のスタイルを持っている。
amazing,A1,素晴らしい,/əˈmeɪzɪŋ/,Nature,The view from the top of the mountain was amazing.,山の頂上からの眺めは素晴らしかった。
complete,A1,完了する,/kəmplˈiːt/,General,I complete his homework quickly.,私は宿題をすぐに完了する。
dog,A1,犬,/ˈdɔɡ/,General,The dog is barking.,犬が吠えている。
language,A1,言語,/lˈæŋɡwədʒ/,Culture,How many language do you speak?,あなたはいくつ言語を話せますか？
add,A1,追加する,/ˈæd/,General,Please add some sugar to the coffee.,コーヒーに砂糖を少し追加してください。
article,A1,記事,/ˈɑːrtəkəl/,General,She writes article for a magazine.,私は雑誌に記事を書いている。
born,A1,生まれた,/ˈbɔrn/,General,I was born in the month of July.,私は7月に生まれました。
enjoy,A1,楽しむ,/endʒˈɔɪ/,Culture,I enjoy playing the piano.,私はピアノを弾くのを楽しむ。
poor,A1,貧しい,/ˈpʊr/,Daily,The family is very poor.,その家族はとても貧しい。
situation,A1,状況,/sˌɪtʃuːˈeɪʃən/,General,They have to deal with many difficult situation in their job.,彼らは仕事で多くの難しい状況に対処しなければならない。
website,A1,ウェブサイト,/ˈwɛˌbsaɪt/,Business,She has a website for her business.,彼女は自分のビジネスのウェブサイトを持っている。
door,A1,ドア,/ˈdɔr/,General,Please close the door behind you.,後ろのドアを閉めてください。
hair,A1,髪,/ˈhɛr/,General,"She has long, beautiful hair.",彼女は長く美しい髪をしている。
lose,A1,失う,/lˈuːz/,General,I don't want to lose my keys.,私は鍵を失くしたくない。
seven,A1,7,/ˈsɛvən/,General,She has seven siblings.,彼女には7人の兄弟姉妹がいます。
walk,A1,散歩,/ˈwɔk/,Daily,Let's take a walk in the park.,公園を散歩しましょう。
bed,A1,ベッド,/ˈbɛd/,Daily,I am going to bed now.,私は今から寝ます。
career,A1,キャリア,/kərˈɪr/,Business,He has had a long career in the military.,彼は軍で長いキャリアを積んでいる。
daughter,A1,娘たち,/dˈɔːtɚ/,General,They have two beautiful daughter.,彼らには2人の美しい娘がいます。
December,A1,12月,/dɪˈsɛmbər/,Nature,Christmas is in December.,クリスマスは12月です。
die,A1,死ぬ,/ˈdaɪ/,General,We all will die someday.,私たちは皆いつか死ぬでしょう。
difficult,A1,難しい,/ˈdɪfəkəlt/,General,This math problem is very difficult.,この数学の問題はとても難しい。
hospital,A1,病院,/ˈhɑˌspɪtəl/,Science,He is in the hospital for treatment.,彼は治療のために病院に入院している。
modern,A1,現代的な,/ˈmɑdərn/,General,This is a modern building.,これは現代的な建物です。
paper,A1,紙,/ˈpeɪpər/,General,I need a piece of paper to write this down.,これを書き留めるために紙が必要です。
popular,A1,人気のある,/ˈpɑpjələr/,General,This restaurant is very popular.,このレストランはとても人気がある。
writing,A1,執筆,/ˈraɪtɪŋ/,General,She is passionate about writing.,彼女は執筆に情熱を注いでいます。
forget,A1,忘れる,/fərˈɡɛt/,General,Don't forget to close the door.,ドアを閉めるのを忘れないでください。
internet,A1,インターネット,/ˈɪntərˌnɛt/,Science,The internet is a vast network of information.,インターネットは膨大な情報のネットワークです。
listen,A1,聞く,/ˈlɪsən/,General,Please listen to what I am saying.,私が言っていることを聞いてください。
practice,A1,練習,/prˈæktəs/,General,Practice makes perfect.,練習すれば完璧になる。
sea,A1,海,/sˈiː/,Nature,The ship sailed across the sea.,船は海を渡って航海した。
success,A1,成功,/səˈksɛsəz/,General,They celebrated their successes.,彼らは自分たちの成功を祝った。
sleep,A1,睡眠,/ˈsliːp/,Daily,I need to get some sleep.,私は少し睡眠をとる必要があります。
table,A1,テーブル,/tˈeɪbəl/,Daily,We need more table for the party.,パーティーのためにもっとテーブルが必要です。
ten,A1,10,/ˈtɛn/,General,I have ten dollars.,私は10ドル持っています。
ball,A1,ボール,/bˈɔːl/,General,The children are playing with ball.,子供たちはボールで遊んでいます。
box,A1,箱,/ˈbɑks/,General,The gift is in the box.,プレゼントは箱の中に入っています。
build,A1,建設する,/bˈɪld/,General,The company build houses and apartments.,その会社は家やアパートを建設している。
card,A1,カード,/ˈkɑrd/,Daily,I need to buy a birthday card for my friend.,友達に誕生日カードを買う必要があります。
piece,A1,かけら,/pˈiːs/,General,We found some broken piece of glass.,私たちはいくつかの壊れたガラスのかけらを見つけました。
visit,A1,訪問,/ˈvɪzət/,Travel,I plan to visit my grandparents next week.,来週、祖父母を訪問する予定です。
wall,A1,壁,/ˈwɔl/,General,The wall is painted blue.,壁は青く塗られています。
culture,A1,文化,/ˈkʌltʃər/,Culture,The culture of Japan is very interesting.,日本の文化は非常に興味深いです。
married,A1,結婚した,/ˈmɛrid/,General,They got married last summer.,彼らは去年の夏に結婚した。
river,A1,川,/rˈɪvɚ/,Nature,The city has several beautiful river running through it.,その都市にはいくつかの美しい川が流れている。
speak,A1,話す,/ˈspiːk/,Daily,Can you speak English?,あなたは英語を話せますか？
tonight,A1,今夜,/təˈnaɪt/,Daily,What are we doing tonight?,今夜は何をしますか？
write,A1,書く,/ˈraɪt/,General,Can you write your name here?,ここにあなたの名前を書いてもらえますか？
century,A1,世紀,/sˈentʃɚiː/,General,It has been here for centuries.,それは何世紀にもわたってここにある。
cold,A1,寒い,/ˈkoʊld/,General,It's very cold today.,今日はとても寒いです。
create,A1,創造する,/kriːˈeɪt/,General,The artist create beautiful sculptures.,その芸術家は美しい彫刻を創造する。
eight,A1,8,/ˈeɪt/,General,I have eight pens.,私は8本のペンを持っています。
eye,A1,目,/ˈaɪ/,Daily,She has beautiful blue eye.,私は美しい青い目をしています。
funny,A1,面白い,/ˈfʌni/,General,That joke was really funny.,そのジョークは本当に面白かった。
student,A1,生徒,/ˈstuːdənt/,Academic,He is a hard-working student.,彼は勤勉な生徒です。
tomorrow,A1,明日,/təˈmɑˌroʊ/,General,I have a meeting tomorrow.,私は明日会議があります。
brown,A1,茶色の,/ˈbraʊn/,General,The dog has brown fur.,その犬は茶色の毛をしています。
capital,A1,資本、首都,/ˈkæpətəl/,General,The company needed more capital for expansion.,その会社は事業拡大のためにより多くの資本を必要としていました。
difference,A1,違い,/dˈɪfɚəns/,General,There is a big difference between the two.,その二つの間には大きな違いがある。
island,A1,島々,/ˈaɪlənd/,Nature,There are many beautiful island.,美しい島々がたくさんあります。
radio,A1,ラジオ,/ˈreɪdiˌoʊ/,General,I enjoy listening to the radio in the car.,私は車の中でラジオを聴くのが好きです。
station,A1,駅,/stˈeɪʃən/,Travel,The train stops at several station.,列車はいくつかの駅に停車します。
beginning,A1,始まり,/bɪɡˈɪnɪŋ/,General,The book describes the beginning of the city.,その本は都市の始まりを描いています。
hi,A1,やあ・こんにちは,/haɪ/,Daily,"Hi, nice to meet you!",やあ、はじめまして！
