row_id,word,orig_CEFR,new_CEFR,orig_JP,new_JP,orig_IPA,new_IPA,orig_Ex,new_Ex,orig_Ex_JP,new_Ex_JP,reasons
549,apartment,A1,A1,アパート,アパート,/əˈpɑrtmənts/,/əpˈɑːrtmənt/,They live in one of the new apartments downtown.,They live in one of the new apartment downtown.,彼らはダウンタウンの新しいアパートの一つに住んでいる。,彼らはダウンタウンの新しいアパートの一つに住んでいる。,屈折IPAの原形化 / 例文の原形主語整合化
554,fill,A1,A1,満たす,満たす,/ˈfɪlz/,/fˈɪl/,The sound fills the room.,The sound fill the room.,その音が部屋を満たす。,その音が部屋を満たす。,屈折IPAの原形化 / 例文の原形主語整合化
559,false,A1,A1,"嘘の,間違った","嘘の,間違った",/ˈfɔls/,/fˈɔːls/,The information he gave was false.,The information he gave was false.,彼が与えた情報は嘘だった。,彼が与えた情報は嘘だった。,屈折IPAの原形化
561,shirt,A1,A1,シャツ,シャツ,/ˈʃɜːrts/,/ʃˈɜːrt/,He has a collection of colorful shirts.,He has a collection of colorful shirt.,彼はカラフルなシャツのコレクションを持っている。,私はカラフルなシャツのコレクションを持っている。,屈折IPAの原形化 / 例文の原形主語整合化
563,opposite,A1,A1,反対のもの,反対のもの,/ˈɑpəzəts/,/ˈɑːpəzət/,Hot and cold are opposites.,Hot and cold are opposite.,熱いと冷たいは反対のものだ。,熱いと冷たいは反対のものだ。,屈折IPAの原形化 / 例文の原形主語整合化
572,boyfriend,A1,A1,ボーイフレンド,ボーイフレンド,/ˈbɔɪˌfrɛndz/,/bˈɔɪfrˌend/,She has introduced us to her new boyfriends.,She has introduced us to her new boyfriend.,彼女は新しいボーイフレンドを私たちに紹介しました。,私は新しいボーイフレンドを私たちに紹介しました。,屈折IPAの原形化 / 例文の原形主語整合化
573,dollar,A1,A1,ドル,ドル,/ˈdɑlər/,/ˈdɑlər/,The book costs ten dollars.,The book costs ten dollar.,その本は10ドルです。,その本は10ドルです。,例文の原形主語整合化
575,bottle,A1,A1,ボトル,ボトル,/ˈbɑtəlz/,/bˈɑːtəl/,We need to buy some bottles of water.,We need to buy some bottle of water.,私たちはいくつかのボトルの水を買う必要があります。,私たちはいくつかのボトルの水を買う必要があります。,屈折IPAの原形化 / 例文の原形主語整合化
576,cheese,A1,A1,チーズ,チーズ,/ˈtʃiːz/,/tʃˈiːz/,I love to eat cheese.,I love to eat cheese.,私はチーズを食べるのが大好きです。,私はチーズを食べるのが大好きです。,屈折IPAの原形化
579,fruit,A1,A1,果物,果物,/ˈfruːts/,/frˈuːt/,I like a variety of fruits.,I like a variety of fruit.,私は様々な果物が好きです。,私は様々な果物が好きです。,屈折IPAの原形化 / 例文の原形主語整合化
580,parent,A1,A1,親,親,/ˈpɛrənt/,/ˈpɛrənt/,My parents are very supportive.,My parent are very supportive.,私の両親はとても協力的です。,私の両親はとても協力的です。,例文の原形主語整合化
583,button,A1,A1,ボタン,ボタン,/ˈbʌtənz/,/bˈʌtən/,The shirt has three buttons on the front.,The shirt has three button on the front.,そのシャツには前面に３つのボタンがあります。,そのシャツには前面に３つのボタンがあります。,屈折IPAの原形化 / 例文の原形主語整合化
584,describe,A1,A1,説明する,説明する,/dɪˈskraɪbz/,/dɪskrˈaɪb/,The article describes the history of the town.,The article describe the history of the town.,この記事はその町の歴史を説明している。,この記事はその町の歴史を説明している。,屈折IPAの原形化 / 例文の原形主語整合化
585,turkey,A1,A1,七面鳥,七面鳥,/ˈtɜːrkiz/,/tˈɜːrkiː/,We had turkeys for Thanksgiving.,We had turkey for Thanksgiving.,私たちは感謝祭に七面鳥を食べた。,私たちは感謝祭に七面鳥を食べた。,屈折IPAの原形化 / 例文の原形主語整合化
588,prepare,A1,A1,準備する,準備する,/priˈpɛrz/,/priːpˈer/,He prepares a delicious meal for his family.,I prepare a delicious meal for his family.,彼は家族のために美味しい食事を準備する。,私は家族のために美味しい食事を準備する。,屈折IPAの原形化 / 例文の原形主語整合化
589,rice,A1,A1,米,米,/ˈraɪs/,/rˈaɪs/,We eat rice with every meal.,We eat rice with every meal.,私たちは毎食ご飯を食べます。,私たちは毎食ご飯を食べます。,屈折IPAの原形化
593,cake,A1,A1,ケーキ,ケーキ,/ˈkeɪks/,/kˈeɪk/,We have birthday cakes.,We have birthday cake.,私たちは誕生日ケーキがあります。,私たちは誕生日ケーキがあります。,屈折IPAの原形化 / 例文の原形主語整合化
599,theatre,A1,A1,劇場,劇場,/ˈθiːətərz/,/θˈiːətɚ/,There are several theatres in the city center.,There are several theatre in the city center.,市内中心部にはいくつかの劇場があります。,市内中心部にはいくつかの劇場があります。,屈折IPAの原形化 / 例文の原形主語整合化
600,nose,A1,A1,鼻,鼻,/ˈnoʊz/,/nˈoʊz/,He has a big nose.,He has a big nose.,彼は大きな鼻をしています。,彼は大きな鼻をしています。,屈折IPAの原形化
606,topic,A1,A1,話題,話題,/ˈtɑpɪks/,/tˈɑːpɪk/,We discussed several topics.,We discussed several topic.,私たちはいくつかの話題について話し合った。,私たちはいくつかの話題について話し合った。,屈折IPAの原形化 / 例文の原形主語整合化
608,guitar,A1,A1,ギター,ギター,/ɡɪˈtɑrz/,/ɡɪtˈɑːr/,He plays guitars in a band.,He plays guitar in a band.,彼はバンドでギターを弾いている。,私はバンドでギターを弾いている。,屈折IPAの原形化 / 例文の原形主語整合化
609,meal,A1,A1,食事,食事,/ˈmiːlz/,/mˈiːl/,We eat three meals a day.,We eat three meal a day.,私たちは1日に3食食事をします。,私たちは1日に3食食事をします。,屈折IPAの原形化 / 例文の原形主語整合化
611,egg,A1,A1,卵,卵,/ˈɛɡz/,/ˈeɡ/,We had eggs for breakfast.,We had egg for breakfast.,私たちは朝食に卵を食べました。,私たちは朝食に卵を食べました。,屈折IPAの原形化 / 例文の原形主語整合化
617,uncle,A1,A1,おじ,おじ,/ˈʌŋkəlz/,/ˈʌŋkəl/,My uncles came to visit.,My uncle came to visit.,私のおじたちが訪ねてきました。,私のおじたちが訪ねてきました。,屈折IPAの原形化 / 例文の原形主語整合化
622,ear,A1,A1,耳,耳,/ˈɪrz/,/ˈiːr/,She has small ears.,She has small ear.,彼女は小さな耳をしています。,私は小さな耳をしています。,屈折IPAの原形化 / 例文の原形主語整合化
623,gym,A1,A1,ジム,ジム,/ˈdʒɪmz/,/dʒˈɪm/,There are many gyms in the city.,There are many gym in the city.,街にはたくさんのジムがあります。,街にはたくさんのジムがあります。,屈折IPAの原形化 / 例文の原形主語整合化
626,worker,A1,A1,労働者,労働者,/ˈwɜːrkər/,/ˈwɜːrkər/,The factory has many workers.,The factory has many worker.,その工場には多くの労働者がいます。,その工場には多くの労働者がいます。,例文の原形主語整合化
627,flower,A1,A1,花,花,/ˈflaʊərz/,/flˈaʊɚ/,The flowers in the garden are beautiful.,The flower in the garden are beautiful.,庭の花は美しい。,庭の花は美しい。,屈折IPAの原形化 / 例文の原形主語整合化
633,nurse,A1,A1,看護師,看護師,/ˈnɜːrsəz/,/nˈɜːrs/,The nurses work hard in the hospital.,The nurse work hard in the hospital.,看護師たちは病院で懸命に働いている。,看護師たちは病院で懸命に働いている。,屈折IPAの原形化 / 例文の原形主語整合化
634,vacation,A1,A1,休暇,休暇,/veɪˈkeɪʃənz/,/veɪkˈeɪʃən/,We're planning our summer vacations.,We're planning our summer vacation.,私たちは夏の休暇を計画している。,私たちは夏の休暇を計画している。,屈折IPAの原形化 / 例文の原形主語整合化
639,introduce,A1,A1,紹介する,紹介する,/ˌɪntrəˈduːs/,/ˌɪntrədˈuːs/,Let me introduce you to my friend.,Let me introduce you to my friend.,私の友達を紹介させてください。,私の友達を紹介させてください。,屈折IPAの原形化
640,routine,A1,A1,ルーティン,ルーティン,/ruˈtiːnz/,/ruːtˈiːn/,She has a daily exercise routine.,She has a daily exercise routine.,彼女には毎日の運動ルーティンがある。,彼女には毎日の運動ルーティンがある。,屈折IPAの原形化
644,juice,A1,A1,ジュース,ジュース,/ˈdʒuːs/,/dʒˈuːs/,I would like some orange juice.,I would like some orange juice.,オレンジジュースが欲しいです。,オレンジジュースが欲しいです。,屈折IPAの原形化
654,mouse,A1,A1,ネズミ,ネズミ,/ˈmaʊs/,/mˈaʊs/,I saw a mouse in the kitchen.,I saw a mouse in the kitchen.,私は台所でネズミを見ました。,私は台所でネズミを見ました。,屈折IPAの原形化
656,toilet,A1,A1,トイレ,トイレ,/ˈtɔɪləts/,/tˈɔɪlət/,Where are the toilets?,Where are the toilet?,トイレはどこですか？,トイレはどこですか？,屈折IPAの原形化 / 例文の原形主語整合化
658,phrase,A1,A1,フレーズ,フレーズ,/ˈfreɪzəz/,/frˈeɪz/,He uses many common phrases.,He uses many common phrase.,彼はよく使われるフレーズをたくさん使う。,私はよく使われるフレーズをたくさん使う。,屈折IPAの原形化 / 例文の原形主語整合化
665,exam,A1,A1,試験,試験,/ɪˈɡzæmz/,/ɪɡzˈæm/,I have exams next week.,I have exam next week.,来週試験があります。,来週試験があります。,屈折IPAの原形化 / 例文の原形主語整合化
669,shoe,A1,A1,靴,靴,/ˈʃuːz/,/ʃˈuː/,He put on his new shoes.,He put on his new shoe.,彼は新しい靴を履きました。,私は新しい靴を履きました。,屈折IPAの原形化 / 例文の原形主語整合化
674,scientist,A1,A1,科学者,科学者,/ˈsaɪəntɪsts/,/sˈaɪəntɪst/,The scientists are conducting research.,The scientist are conducting research.,科学者たちは研究を行っている。,科学者たちは研究を行っている。,屈折IPAの原形化 / 例文の原形主語整合化
678,tourist,A1,A1,観光客,観光客,/ˈtʊrəsts/,/tˈʊrəst/,Many tourists visit this city every year.,Many tourist visit this city every year.,毎年、多くの観光客がこの都市を訪れる。,毎年、多くの観光客がこの都市を訪れる。,屈折IPAの原形化 / 例文の原形主語整合化
679,boot,A1,A1,ブーツ,ブーツ,/ˈbuːt/,/ˈbuːt/,I wear boots in the winter.,I wear boot in the winter.,私は冬にブーツを履きます。,私は冬にブーツを履きます。,例文の原形主語整合化
690,farmer,A1,A1,農家,農家,/ˈfɑrmərz/,/fˈɑːrmɚ/,The farmers are planting crops.,The farmer are planting crops.,農家は作物を植えています。,農家は作物を植えています。,屈折IPAの原形化 / 例文の原形主語整合化
694,cow,A1,A1,牛,牛,/ˈkaʊz/,/kˈaʊ/,The cows are in the pasture.,The cow are in the pasture.,牛は牧草地にいます。,牛は牧草地にいます。,屈折IPAの原形化 / 例文の原形主語整合化
696,grandmother,A1,A1,おばあさんたち,おばあさんたち,/ˈɡræˌndmʌðərz/,/ɡrˈændmˌʌðɚ/,My grandmothers are very kind.,My grandmother are very kind.,私のおばあさんたちはとても親切だ。,私のおばあさんたちはとても親切だ。,屈折IPAの原形化 / 例文の原形主語整合化
